INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
933	26	6	2061511	61845	26.0	1.0	2061511	61845	26.0	1.0	6027467	180823	26.0	1.0	1609942	48298	26.0	1.0	2041878	61256	26.0	1.0	1795965	53878	26.0	1.0	1795965	53878	26.0	1.0	1657586	49727	26.0	1.0	1835756	55072	26.0	1.0	2369522	71085	26.0	1.0	2032936	60988	26.0	1.0
934	27	6	2194955	65848	27.0	1.0	2194955	65848	27.0	1.0	6417631	192528	27.0	1.0	1714155	51424	27.0	1.0	2174051	65221	27.0	1.0	1912220	57366	27.0	1.0	1912220	57366	27.0	1.0	1764884	52946	27.0	1.0	1954586	58637	27.0	1.0	2522904	75687	27.0	1.0	2164530	64935	27.0	1.0
935	28	6	2331515	69945	28.0	1.0	2331515	69945	28.0	1.0	6816906	204507	28.0	1.0	1820802	54624	28.0	1.0	2309310	69279	28.0	1.0	2031190	60935	28.0	1.0	2031190	60935	28.0	1.0	1874686	56240	28.0	1.0	2076192	62285	28.0	1.0	2679867	80396	28.0	1.0	2299197	68975	28.0	1.0
936	29	6	2471144	74134	29.0	1.0	2471144	74134	29.0	1.0	7225155	216754	29.0	1.0	1929845	57895	29.0	1.0	2447609	73428	29.0	1.0	2152833	64584	29.0	1.0	2152833	64584	29.0	1.0	1986957	59608	29.0	1.0	2200530	66015	29.0	1.0	2840358	85210	29.0	1.0	2436890	73106	29.0	1.0
937	30	6	2613798	78413	30.0	1.0	2613798	78413	30.0	1.0	7642247	229267	30.0	1.0	2041251	61237	30.0	1.0	2588904	77667	30.0	1.0	2277111	68313	30.0	1.0	2277111	68313	30.0	1.0	2101660	63049	30.0	1.0	2327562	69826	30.0	1.0	3004326	90129	30.0	1.0	2577567	77327	30.0	1.0
938	31	6	2763157	82894	31.25	1.0	2763157	82894	31.25	1.0	8078947	242368	31.25	1.0	2157894	64736	31.25	1.0	2736842	82105	31.25	1.0	2407232	72216	31.25	1.0	2407232	72216	31.25	1.0	2221754	66652	31.25	1.0	2460565	73816	31.25	1.0	3176002	95280	31.25	1.0	2724856	81745	31.25	1.0
939	32	6	2912517	87375	32.5	1.0	2912517	87375	32.5	1.0	8515647	255469	32.5	1.0	2274537	68236	32.5	1.0	2884779	86543	32.5	1.0	2537352	76120	32.5	1.0	2537352	76120	32.5	1.0	2341849	70255	32.5	1.0	2593569	77807	32.5	1.0	3347678	100430	32.5	1.0	2872146	86164	32.5	1.0
940	33	6	3061877	91856	33.75	1.0	3061877	91856	33.75	1.0	8952347	268570	33.75	1.0	2391180	71735	33.75	1.0	3032716	90981	33.75	1.0	2667473	80024	33.75	1.0	2667473	80024	33.75	1.0	2461944	73858	33.75	1.0	2726572	81797	33.75	1.0	3519353	105580	33.75	1.0	3019436	90583	33.75	1.0
941	34	6	3211237	96337	35.0	1.0	3211237	96337	35.0	1.0	9389046	281671	35.0	1.0	2507823	75234	35.0	1.0	3180654	95419	35.0	1.0	2797594	83927	35.0	1.0	2797594	83927	35.0	1.0	2582039	77461	35.0	1.0	2859576	85787	35.0	1.0	3691029	110730	35.0	1.0	3166725	95001	35.0	1.0
942	35	6	3360597	100817	36.25	1.0	3360597	100817	36.25	1.0	9825746	294772	36.25	1.0	2624466	78733	36.25	1.0	3328591	99857	36.25	1.0	2927714	87831	36.25	1.0	2927714	87831	36.25	1.0	2702134	81064	36.25	1.0	2992579	89777	36.25	1.0	3862705	115881	36.25	1.0	3314015	99420	36.25	1.0
943	36	6	3509957	105298	37.5	1.0	3509957	105298	37.5	1.0	10262446	307873	37.5	1.0	2741109	82233	37.5	1.0	3476529	104295	37.5	1.0	3057835	91735	37.5	1.0	3057835	91735	37.5	1.0	2822229	84666	37.5	1.0	3125583	93767	37.5	1.0	4034381	121031	37.5	1.0	3461304	103839	37.5	1.0
944	37	6	3659317	109779	38.75	1.0	3659317	109779	38.75	1.0	10699146	320974	38.75	1.0	2857752	85732	38.75	1.0	3624466	108733	38.75	1.0	3187956	95638	38.75	1.0	3187956	95638	38.75	1.0	2942324	88269	38.75	1.0	3258586	97757	38.75	1.0	4206057	126181	38.75	1.0	3608594	108257	38.75	1.0
945	38	6	3808677	114260	40.0	1.0	3808677	114260	40.0	1.0	11135846	334075	40.0	1.0	2974395	89231	40.0	1.0	3772403	113172	40.0	1.0	3318076	99542	40.0	1.0	3318076	99542	40.0	1.0	3062418	91872	40.0	1.0	3391590	101747	40.0	1.0	4377732	131331	40.0	1.0	3755883	112676	40.0	1.0
946	39	6	3958036	118741	41.25	1.0	3958036	118741	41.25	1.0	11572546	347176	41.25	1.0	3091038	92731	41.25	1.0	3920341	117610	41.25	1.0	3448197	103445	41.25	1.0	3448197	103445	41.25	1.0	3182513	95475	41.25	1.0	3524594	105737	41.25	1.0	4549408	136482	41.25	1.0	3903173	117095	41.25	1.0
947	40	6	4107396	123221	42.5	1.0	4107396	123221	42.5	1.0	12009246	360277	42.5	1.0	3207681	96230	42.5	1.0	4068278	122048	42.5	1.0	3578318	107349	42.5	1.0	3578318	107349	42.5	1.0	3302608	99078	42.5	1.0	3657597	109727	42.5	1.0	4721084	141632	42.5	1.0	4050463	121513	42.5	1.0
948	41	6	4256756	127702	43.75	1.0	4256756	127702	43.75	1.0	12445945	373378	43.75	1.0	3324324	99729	43.75	1.0	4216216	126486	43.75	1.0	3708438	111253	43.75	1.0	3708438	111253	43.75	1.0	3422703	102681	43.75	1.0	3790601	113718	43.75	1.0	4892760	146782	43.75	1.0	4197752	125932	43.75	1.0
949	42	6	4406116	132183	45.0	1.0	4406116	132183	45.0	1.0	12882645	386479	45.0	1.0	3440967	103229	45.0	1.0	4364153	130924	45.0	1.0	3838559	115156	45.0	1.0	3838559	115156	45.0	1.0	3542798	106283	45.0	1.0	3923604	117708	45.0	1.0	5064436	151933	45.0	1.0	4345042	130351	45.0	1.0
950	43	6	4555476	136664	46.25	1.0	4555476	136664	46.25	1.0	13319345	399580	46.25	1.0	3557610	106728	46.25	1.0	4512091	135362	46.25	1.0	3968680	119060	46.25	1.0	3968680	119060	46.25	1.0	3662893	109886	46.25	1.0	4056608	121698	46.25	1.0	5236111	157083	46.25	1.0	4492331	134769	46.25	1.0
951	44	6	4704836	141145	47.5	1.0	4704836	141145	47.5	1.0	13756045	412681	47.5	1.0	3674253	110227	47.5	1.0	4660028	139800	47.5	1.0	4098800	122964	47.5	1.0	4098800	122964	47.5	1.0	3782988	113489	47.5	1.0	4189611	125688	47.5	1.0	5407787	162233	47.5	1.0	4639621	139188	47.5	1.0
952	45	6	4854196	145625	48.75	1.0	4854196	145625	48.75	1.0	14192745	425782	48.75	1.0	3790896	113726	48.75	1.0	4807965	144238	48.75	1.0	4228921	126867	48.75	1.0	4228921	126867	48.75	1.0	3903082	117092	48.75	1.0	4322615	129678	48.75	1.0	5579463	167383	48.75	1.0	4786910	143607	48.75	1.0
953	46	6	5003556	150106	50.0	1.0	5003556	150106	50.0	1.0	14629445	438883	50.0	1.0	3907539	117226	50.0	1.0	4955903	148677	50.0	1.0	4359042	130771	50.0	1.0	4359042	130771	50.0	1.0	4023177	120695	50.0	1.0	4455618	133668	50.0	1.0	5751139	172534	50.0	1.0	4934200	148026	50.0	1.0
954	47	6	5152916	154587	51.25	1.0	5152916	154587	51.25	1.0	15066145	451984	51.25	1.0	4024182	120725	51.25	1.0	5103840	153115	51.25	1.0	4489162	134674	51.25	1.0	4489162	134674	51.25	1.0	4143272	124298	51.25	1.0	4588622	137658	51.25	1.0	5922815	177684	51.25	1.0	5081489	152444	51.25	1.0
955	48	6	5302275	159068	52.5	1.0	5302275	159068	52.5	1.0	15502844	465085	52.5	1.0	4140825	124224	52.5	1.0	5251778	157553	52.5	1.0	4619283	138578	52.5	1.0	4619283	138578	52.5	1.0	4263367	127901	52.5	1.0	4721626	141648	52.5	1.0	6094490	182834	52.5	1.0	5228779	156863	52.5	1.0
956	49	6	5451635	163549	53.75	1.0	5451635	163549	53.75	1.0	15939544	478186	53.75	1.0	4257467	127724	53.75	1.0	5399715	161991	53.75	1.0	4749404	142482	53.75	1.0	4749404	142482	53.75	1.0	4383462	131503	53.75	1.0	4854629	145638	53.75	1.0	6266166	187985	53.75	1.0	5376069	161282	53.75	1.0
957	50	6	5600995	168029	55.0	1.0	5600995	168029	55.0	1.0	16376244	491287	55.0	1.0	4374110	131223	55.0	1.0	5547652	166429	55.0	1.0	4879524	146385	55.0	1.0	4879524	146385	55.0	1.0	4503557	135106	55.0	1.0	4987633	149628	55.0	1.0	6437842	193135	55.0	1.0	5523358	165700	55.0	1.0
958	51	6	5750355	172510	56.25	1.0	5750355	172510	56.25	1.0	16812944	504388	56.25	1.0	4490753	134722	56.25	1.0	5695590	170867	56.25	1.0	5009645	150289	56.25	1.0	5009645	150289	56.25	1.0	4623652	138709	56.25	1.0	5120636	153619	56.25	1.0	6609518	198285	56.25	1.0	5670648	170119	56.25	1.0
959	52	6	5899715	176991	57.5	1.0	5899715	176991	57.5	1.0	17249644	517489	57.5	1.0	4607396	138221	57.5	1.0	5843527	175305	57.5	1.0	5139766	154192	57.5	1.0	5139766	154192	57.5	1.0	4743747	142312	57.5	1.0	5253640	157609	57.5	1.0	6781194	203435	57.5	1.0	5817937	174538	57.5	1.0
960	53	6	6049075	181472	58.75	1.0	6049075	181472	58.75	1.0	17686344	530590	58.75	1.0	4724039	141721	58.75	1.0	5991465	179743	58.75	1.0	5269886	158096	58.75	1.0	5269886	158096	58.75	1.0	4863841	145915	58.75	1.0	5386643	161599	58.75	1.0	6952869	208586	58.75	1.0	5965227	178956	58.75	1.0
961	54	6	6198435	185953	60.0	1.0	6198435	185953	60.0	1.0	18123044	543691	60.0	1.0	4840682	145220	60.0	1.0	6139402	184182	60.0	1.0	5400007	162000	60.0	1.0	5400007	162000	60.0	1.0	4983936	149518	60.0	1.0	5519647	165589	60.0	1.0	7124545	213736	60.0	1.0	6112516	183375	60.0	1.0
962	55	6	6347795	190433	61.25	1.0	6347795	190433	61.25	1.0	18559743	556792	61.25	1.0	4957325	148719	61.25	1.0	6287339	188620	61.25	1.0	5530128	165903	61.25	1.0	5530128	165903	61.25	1.0	5104031	153120	61.25	1.0	5652650	169579	61.25	1.0	7296221	218886	61.25	1.0	6259806	187794	61.25	1.0
963	56	6	6497155	194914	62.5	1.0	6497155	194914	62.5	1.0	18996443	569893	62.5	1.0	5073968	152219	62.5	1.0	6435277	193058	62.5	1.0	5660248	169807	62.5	1.0	5660248	169807	62.5	1.0	5224126	156723	62.5	1.0	5785654	173569	62.5	1.0	7467897	224036	62.5	1.0	6407096	192212	62.5	1.0
964	57	6	6646514	199395	63.75	1.0	6646514	199395	63.75	1.0	19433143	582994	63.75	1.0	5190611	155718	63.75	1.0	6583214	197496	63.75	1.0	5790369	173711	63.75	1.0	5790369	173711	63.75	1.0	5344221	160326	63.75	1.0	5918657	177559	63.75	1.0	7639573	229187	63.75	1.0	6554385	196631	63.75	1.0
965	58	6	6795874	203876	65.0	1.0	6795874	203876	65.0	1.0	19869843	596095	65.0	1.0	5307254	159217	65.0	1.0	6731152	201934	65.0	1.0	5920490	177614	65.0	1.0	5920490	177614	65.0	1.0	5464316	163929	65.0	1.0	6051661	181549	65.0	1.0	7811248	234337	65.0	1.0	6701675	201050	65.0	1.0
966	59	6	6945234	208357	66.25	1.0	6945234	208357	66.25	1.0	20306543	609196	66.25	1.0	5423897	162716	66.25	1.0	6879089	206372	66.25	1.0	6050610	181518	66.25	1.0	6050610	181518	66.25	1.0	5584411	167532	66.25	1.0	6184665	185539	66.25	1.0	7982924	239487	66.25	1.0	6848964	205468	66.25	1.0
967	60	6	7094594	212837	67.5	1.0	7094594	212837	67.5	1.0	20743243	622297	67.5	1.0	5540540	166216	67.5	1.0	7027027	210810	67.5	1.0	6180731	185421	67.5	1.0	6180731	185421	67.5	1.0	5704505	171135	67.5	1.0	6317668	189530	67.5	1.0	8154600	244638	67.5	1.0	6996254	209887	67.5	1.0
968	61	6	7318634	146372	69.0	1.0	7318634	146372	69.0	1.0	21398293	427965	69.0	1.0	5715504	114310	69.0	1.0	7248933	144978	69.0	1.0	6375912	127518	69.0	1.0	6375912	127518	69.0	1.0	5884648	117692	69.0	1.0	6517173	130343	69.0	1.0	8412114	168242	69.0	1.0	7217188	144343	69.0	1.0
969	62	6	7542674	150853	70.5	1.0	7542674	150853	70.5	1.0	22053342	441066	70.5	1.0	5890469	117809	70.5	1.0	7470839	149416	70.5	1.0	6571093	131421	70.5	1.0	6571093	131421	70.5	1.0	6064790	121295	70.5	1.0	6716679	134333	70.5	1.0	8669627	173392	70.5	1.0	7438122	148762	70.5	1.0
970	63	6	7766714	155334	72.0	1.0	7766714	155334	72.0	1.0	22708392	454167	72.0	1.0	6065433	121308	72.0	1.0	7692745	153854	72.0	1.0	6766274	135325	72.0	1.0	6766274	135325	72.0	1.0	6244932	124898	72.0	1.0	6916184	138323	72.0	1.0	8927141	178542	72.0	1.0	7659057	153181	72.0	1.0
971	64	6	7990753	159815	73.5	1.0	7990753	159815	73.5	1.0	23363442	467268	73.5	1.0	6240398	124807	73.5	1.0	7914651	158293	73.5	1.0	6961455	139229	73.5	1.0	6961455	139229	73.5	1.0	6425075	128501	73.5	1.0	7115689	142313	73.5	1.0	9184655	183693	73.5	1.0	7879991	157599	73.5	1.0
972	65	6	8214793	164295	75.0	1.0	8214793	164295	75.0	1.0	24018492	480369	75.0	1.0	6415362	128307	75.0	1.0	8136557	162731	75.0	1.0	7156636	143132	75.0	1.0	7156636	143132	75.0	1.0	6605217	132104	75.0	1.0	7315195	146303	75.0	1.0	9442168	188843	75.0	1.0	8100926	162018	75.0	1.0
973	66	6	8438833	168776	76.5	1.0	8438833	168776	76.5	1.0	24673541	493470	76.5	1.0	6590327	131806	76.5	1.0	8358463	167169	76.5	1.0	7351817	147036	76.5	1.0	7351817	147036	76.5	1.0	6785359	135707	76.5	1.0	7514700	150294	76.5	1.0	9699682	193993	76.5	1.0	8321860	166437	76.5	1.0
974	67	6	8662873	173257	78.0	1.0	8662873	173257	78.0	1.0	25328591	506571	78.0	1.0	6765291	135305	78.0	1.0	8580369	171607	78.0	1.0	7546998	150939	78.0	1.0	7546998	150939	78.0	1.0	6965501	139310	78.0	1.0	7714205	154284	78.0	1.0	9957196	199143	78.0	1.0	8542794	170855	78.0	1.0
975	68	6	8886913	177738	79.5	1.0	8886913	177738	79.5	1.0	25983641	519672	79.5	1.0	6940256	138805	79.5	1.0	8802275	176045	79.5	1.0	7742179	154843	79.5	1.0	7742179	154843	79.5	1.0	7145644	142912	79.5	1.0	7913711	158274	79.5	1.0	10214710	204294	79.5	1.0	8763729	175274	79.5	1.0
976	69	6	9110953	182219	81.0	1.0	9110953	182219	81.0	1.0	26638691	532773	81.0	1.0	7115220	142304	81.0	1.0	9024182	180483	81.0	1.0	7937360	158747	81.0	1.0	7937360	158747	81.0	1.0	7325786	146515	81.0	1.0	8113216	162264	81.0	1.0	10472223	209444	81.0	1.0	8984663	179693	81.0	1.0
977	70	6	9334992	186699	82.5	1.0	9334992	186699	82.5	1.0	27293741	545874	82.5	1.0	7290184	145803	82.5	1.0	9246088	184921	82.5	1.0	8132541	162650	82.5	1.0	8132541	162650	82.5	1.0	7505928	150118	82.5	1.0	8312721	166254	82.5	1.0	10729737	214594	82.5	1.0	9205597	184111	82.5	1.0
978	71	6	9559032	191180	84.0	1.0	9559032	191180	84.0	1.0	27948790	558975	84.0	1.0	7465149	149302	84.0	1.0	9467994	189359	84.0	1.0	8327722	166554	84.0	1.0	8327722	166554	84.0	1.0	7686071	153721	84.0	1.0	8512227	170244	84.0	1.0	10987251	219745	84.0	1.0	9426532	188530	84.0	1.0
979	72	6	9783072	195661	85.5	1.0	9783072	195661	85.5	1.0	28603840	572076	85.5	1.0	7640113	152802	85.5	1.0	9689900	193798	85.5	1.0	8522903	170458	85.5	1.0	8522903	170458	85.5	1.0	7866213	157324	85.5	1.0	8711732	174234	85.5	1.0	11244764	224895	85.5	1.0	9647466	192949	85.5	1.0
980	73	6	10007112	200142	87.0	1.0	10007112	200142	87.0	1.0	29258890	585177	87.0	1.0	7815078	156301	87.0	1.0	9911806	198236	87.0	1.0	8718084	174361	87.0	1.0	8718084	174361	87.0	1.0	8046355	160927	87.0	1.0	8911237	178224	87.0	1.0	11502278	230045	87.0	1.0	9868400	197368	87.0	1.0
981	74	6	10231152	204623	88.5	1.0	10231152	204623	88.5	1.0	29913940	598278	88.5	1.0	7990042	159800	88.5	1.0	10133712	202674	88.5	1.0	8913265	178265	88.5	1.0	8913265	178265	88.5	1.0	8226497	164529	88.5	1.0	9110743	182214	88.5	1.0	11759792	235195	88.5	1.0	10089335	201786	88.5	1.0
982	75	6	10455192	209103	90.0	1.0	10455192	209103	90.0	1.0	30568990	611379	90.0	1.0	8165007	163300	90.0	1.0	10355618	207112	90.0	1.0	9108446	182168	90.0	1.0	9108446	182168	90.0	1.0	8406640	168132	90.0	1.0	9310248	186204	90.0	1.0	12017305	240346	90.0	1.0	10310269	206205	90.0	1.0
983	76	6	10679231	213584	91.5	1.0	10679231	213584	91.5	1.0	31224039	624480	91.5	1.0	8339971	166799	91.5	1.0	10577524	211550	91.5	1.0	9303627	186072	91.5	1.0	9303627	186072	91.5	1.0	8586782	171735	91.5	1.0	9509753	190195	91.5	1.0	12274819	245496	91.5	1.0	10531203	210624	91.5	1.0
984	77	6	10903271	218065	93.0	1.0	10903271	218065	93.0	1.0	31879089	637581	93.0	1.0	8514935	170298	93.0	1.0	10799431	215988	93.0	1.0	9498808	189976	93.0	1.0	9498808	189976	93.0	1.0	8766924	175338	93.0	1.0	9709259	194185	93.0	1.0	12532333	250646	93.0	1.0	10752138	215042	93.0	1.0
985	78	6	11127311	222546	94.5	1.0	11127311	222546	94.5	1.0	32534139	650682	94.5	1.0	8689900	173798	94.5	1.0	11021337	220426	94.5	1.0	9693989	193879	94.5	1.0	9693989	193879	94.5	1.0	8947067	178941	94.5	1.0	9908764	198175	94.5	1.0	12789847	255796	94.5	1.0	10973072	219461	94.5	1.0
986	79	6	11351351	227027	96.0	1.0	11351351	227027	96.0	1.0	33189189	663783	96.0	1.0	8864864	177297	96.0	1.0	11243243	224864	96.0	1.0	9889170	197783	96.0	1.0	9889170	197783	96.0	1.0	9127209	182544	96.0	1.0	10108269	202165	96.0	1.0	13047360	260947	96.0	1.0	11194006	223880	96.0	1.0
987	80	6	11575391	231507	97.5	1.0	11575391	231507	97.5	1.0	33844238	676884	97.5	1.0	9039829	180796	97.5	1.0	11465149	229302	97.5	1.0	10084351	201687	97.5	1.0	10084351	201687	97.5	1.0	9307351	186147	97.5	1.0	10307775	206155	97.5	1.0	13304874	266097	97.5	1.0	11414941	228298	97.5	1.0
988	81	6	11799431	235988	99.0	1.0	11799431	235988	99.0	1.0	34499288	689985	99.0	1.0	9214793	184295	99.0	1.0	11687055	233741	99.0	1.0	10279532	205590	99.0	1.0	10279532	205590	99.0	1.0	9487494	189749	99.0	1.0	10507280	210145	99.0	1.0	13562388	271247	99.0	1.0	11635875	232717	99.0	1.0
989	82	6	12023470	240469	100.5	1.0	12023470	240469	100.5	1.0	35154338	703086	100.5	1.0	9389758	187795	100.5	1.0	11908961	238179	100.5	1.0	10474713	209494	100.5	1.0	10474713	209494	100.5	1.0	9667636	193352	100.5	1.0	10706785	214135	100.5	1.0	13819901	276398	100.5	1.0	11856809	237136	100.5	1.0
990	83	6	12247510	244950	102.0	1.0	12247510	244950	102.0	1.0	35809388	716187	102.0	1.0	9564722	191294	102.0	1.0	12130867	242617	102.0	1.0	10669894	213397	102.0	1.0	10669894	213397	102.0	1.0	9847778	196955	102.0	1.0	10906291	218125	102.0	1.0	14077415	281548	102.0	1.0	12077744	241554	102.0	1.0
991	84	6	12471550	249431	103.5	1.0	12471550	249431	103.5	1.0	36464438	729288	103.5	1.0	9739687	194793	103.5	1.0	12352773	247055	103.5	1.0	10865075	217301	103.5	1.0	10865075	217301	103.5	1.0	10027920	200558	103.5	1.0	11105796	222115	103.5	1.0	14334929	286698	103.5	1.0	12298678	245973	103.5	1.0
992	85	6	12695590	253911	105.0	1.0	12695590	253911	105.0	1.0	37119487	742389	105.0	1.0	9914651	198293	105.0	1.0	12574679	251493	105.0	1.0	11060256	221205	105.0	1.0	11060256	221205	105.0	1.0	10208063	204161	105.0	1.0	11305301	226106	105.0	1.0	14592442	291848	105.0	1.0	12519612	250392	105.0	1.0
993	86	6	12919630	258392	106.5	1.0	12919630	258392	106.5	1.0	37774537	755490	106.5	1.0	10089615	201792	106.5	1.0	12796586	255931	106.5	1.0	11255437	225108	106.5	1.0	11255437	225108	106.5	1.0	10388205	207764	106.5	1.0	11504807	230096	106.5	1.0	14849956	296999	106.5	1.0	12740547	254810	106.5	1.0
994	87	6	13143669	262873	108.0	1.0	13143669	262873	108.0	1.0	38429587	768591	108.0	1.0	10264580	205291	108.0	1.0	13018492	260369	108.0	1.0	11450618	229012	108.0	1.0	11450618	229012	108.0	1.0	10568347	211366	108.0	1.0	11704312	234086	108.0	1.0	15107470	302149	108.0	1.0	12961481	259229	108.0	1.0
995	88	6	13367709	267354	109.5	1.0	13367709	267354	109.5	1.0	39084637	781692	109.5	1.0	10439544	208790	109.5	1.0	13240398	264807	109.5	1.0	11645799	232915	109.5	1.0	11645799	232915	109.5	1.0	10748490	214969	109.5	1.0	11903817	238076	109.5	1.0	15364984	307299	109.5	1.0	13182415	263648	109.5	1.0
996	89	6	13591749	271834	111.0	1.0	13591749	271834	111.0	1.0	39739687	794793	111.0	1.0	10614509	212290	111.0	1.0	13462304	269246	111.0	1.0	11840980	236819	111.0	1.0	11840980	236819	111.0	1.0	10928632	218572	111.0	1.0	12103323	242066	111.0	1.0	15622497	312449	111.0	1.0	13403350	268067	111.0	1.0
997	90	6	13815789	276315	112.5	1.0	13815789	276315	112.5	1.0	40394736	807894	112.5	1.0	10789473	215789	112.5	1.0	13684210	273684	112.5	1.0	12036161	240723	112.5	1.0	12036161	240723	112.5	1.0	11108774	222175	112.5	1.0	12302828	246056	112.5	1.0	15880011	317600	112.5	1.0	13624284	272485	112.5	1.0
998	91	6	14039829	280796	114.0	1.0	14039829	280796	114.0	1.0	41049786	820995	114.0	1.0	10964438	219288	114.0	1.0	13906116	278122	114.0	1.0	12231342	244626	114.0	1.0	12231342	244626	114.0	1.0	11288916	225778	114.0	1.0	12502333	250046	114.0	1.0	16137525	322750	114.0	1.0	13845219	276904	114.0	1.0
999	92	6	14263869	285277	115.5	1.0	14263869	285277	115.5	1.0	41704836	834096	115.5	1.0	11139402	222788	115.5	1.0	14128022	282560	115.5	1.0	12426523	248530	115.5	1.0	12426523	248530	115.5	1.0	11469059	229381	115.5	1.0	12701838	254036	115.5	1.0	16395038	327900	115.5	1.0	14066153	281323	115.5	1.0
1000	93	6	14487908	289758	117.0	1.0	14487908	289758	117.0	1.0	42359886	847197	117.0	1.0	11314366	226287	117.0	1.0	14349928	286998	117.0	1.0	12621704	252434	117.0	1.0	12621704	252434	117.0	1.0	11649201	232984	117.0	1.0	12901344	258026	117.0	1.0	16652552	333051	117.0	1.0	14287087	285741	117.0	1.0
1001	94	6	14711948	294238	118.5	1.0	14711948	294238	118.5	1.0	43014935	860298	118.5	1.0	11489331	229786	118.5	1.0	14571834	291436	118.5	1.0	12816885	256337	118.5	1.0	12816885	256337	118.5	1.0	11829343	236586	118.5	1.0	13100849	262016	118.5	1.0	16910066	338201	118.5	1.0	14508022	290160	118.5	1.0
1002	95	6	14935988	298719	120.0	1.0	14935988	298719	120.0	1.0	43669985	873399	120.0	1.0	11664295	233285	120.0	1.0	14793741	295874	120.0	1.0	13012066	260241	120.0	1.0	13012066	260241	120.0	1.0	12009486	240189	120.0	1.0	13300354	266007	120.0	1.0	17167579	343351	120.0	1.0	14728956	294579	120.0	1.0
1003	96	6	15160028	303200	121.5	1.0	15160028	303200	121.5	1.0	44325035	886500	121.5	1.0	11839260	236785	121.5	1.0	15015647	300312	121.5	1.0	13207247	264144	121.5	1.0	13207247	264144	121.5	1.0	12189628	243792	121.5	1.0	13499860	269997	121.5	1.0	17425093	348501	121.5	1.0	14949890	298997	121.5	1.0
1004	97	6	15384068	307681	123.0	1.0	15384068	307681	123.0	1.0	44980085	899601	123.0	1.0	12014224	240284	123.0	1.0	15237553	304751	123.0	1.0	13402428	268048	123.0	1.0	13402428	268048	123.0	1.0	12369770	247395	123.0	1.0	13699365	273987	123.0	1.0	17682607	353652	123.0	1.0	15170825	303416	123.0	1.0
1005	98	6	15608108	312162	124.5	1.0	15608108	312162	124.5	1.0	45635135	912702	124.5	1.0	12189189	243783	124.5	1.0	15459459	309189	124.5	1.0	13597609	271952	124.5	1.0	13597609	271952	124.5	1.0	12549912	250998	124.5	1.0	13898870	277977	124.5	1.0	17940121	358802	124.5	1.0	15391759	307835	124.5	1.0
1006	99	6	15832147	316642	126.0	1.0	15832147	316642	126.0	1.0	46290184	925803	126.0	1.0	12364153	247283	126.0	1.0	15681365	313627	126.0	1.0	13792790	275855	126.0	1.0	13792790	275855	126.0	1.0	12730055	254601	126.0	1.0	14098376	281967	126.0	1.0	18197634	363952	126.0	1.0	15612693	312253	126.0	1.0
1007	100	6	16056187	321123	127.5	1.0	16056187	321123	127.5	1.0	46945234	938904	127.5	1.0	12539118	250782	127.5	1.0	15903271	318065	127.5	1.0	13987971	279759	127.5	1.0	13987971	279759	127.5	1.0	12910197	258203	127.5	1.0	14297881	285957	127.5	1.0	18455148	369102	127.5	1.0	15833628	316672	127.5	1.0
1008	101	6	16280227	325604	129.0	1.0	16280227	325604	129.0	1.0	47600284	952005	129.0	1.0	12714082	254281	129.0	1.0	16125177	322503	129.0	1.0	14183152	283663	129.0	1.0	14183152	283663	129.0	1.0	13090339	261806	129.0	1.0	14497386	289947	129.0	1.0	18712662	374253	129.0	1.0	16054562	321091	129.0	1.0
1009	102	6	16504267	330085	130.5	1.0	16504267	330085	130.5	1.0	48255334	965106	130.5	1.0	12889046	257780	130.5	1.0	16347083	326941	130.5	1.0	14378333	287566	130.5	1.0	14378333	287566	130.5	1.0	13270482	265409	130.5	1.0	14696892	293937	130.5	1.0	18970175	379403	130.5	1.0	16275496	325509	130.5	1.0
1010	103	6	16728307	334566	132.0	1.0	16728307	334566	132.0	1.0	48910384	978207	132.0	1.0	13064011	261280	132.0	1.0	16568990	331379	132.0	1.0	14573514	291470	132.0	1.0	14573514	291470	132.0	1.0	13450624	269012	132.0	1.0	14896397	297927	132.0	1.0	19227689	384553	132.0	1.0	16496431	329928	132.0	1.0
1011	104	6	16952347	339046	133.5	1.0	16952347	339046	133.5	1.0	49565433	991308	133.5	1.0	13238975	264779	133.5	1.0	16790896	335817	133.5	1.0	14768695	295373	133.5	1.0	14768695	295373	133.5	1.0	13630766	272615	133.5	1.0	15095902	301918	133.5	1.0	19485203	389704	133.5	1.0	16717365	334347	133.5	1.0
1012	105	6	17251066	345021	135.0	1.0	17251066	345021	135.0	1.0	50438833	1008776	135.0	1.0	13472261	269445	135.0	1.0	17086770	341735	135.0	1.0	15028936	300578	135.0	1.0	15028936	300578	135.0	1.0	13870956	277419	135.0	1.0	15361909	307238	135.0	1.0	19828554	396571	135.0	1.0	17011944	340238	135.0	1.0
